,ID,Year,Fall,Name,Nametype,Mass,Latitude,Longitude
196,5339,1964-01-01T00:00:00.000,Fell,Chernyi Bor,Valid,6000,53.700000,30.100000
197,5340,1933-01-01T00:00:00.000,Fell,Cherokee Springs,Valid,8400,35.033330,-81.883330
198,5341,1901-01-01T00:00:00.000,Fell,Chervettaz,Valid,705,46.550000,6.816670
199,5342,1939-01-01T00:00:00.000,Fell,Chervony Kut,Valid,1700,50.833330,34.000000
200,5344,1880-01-01T00:00:00.000,Fell,Chetrinahatti,Valid,72,14.500000,76.500000
201,5345,1981-01-01T00:00:00.000,Fell,Chiang Khan,Valid,367,17.900000,101.633330
202,5349,1938-01-01T00:00:00.000,Fell,Chicora,Valid,303,40.933330,-79.733330
203,5355,1988-01-01T00:00:00.000,Fell,Chisenga,Valid,3920,-10.059440,33.395000
204,5356,1966-01-01T00:00:00.000,Fell,Chitado,Valid,,-17.350000,13.966670
205,5357,1978-01-01T00:00:00.000,Fell,Chitenay,Valid,4000,47.470830,0.976670
206,5364,1979-01-01T00:00:00.000,Fell,Cilimus,Valid,1600,-6.950000,108.100000
207,5374,1984-01-01T00:00:00.000,Fell,Claxton,Valid,1455,32.102500,-81.872780
208,5383,1822-01-01T00:00:00.000,Fell,Clohars,Valid,48.6,,
209,5395,1917-01-01T00:00:00.000,Fell,Colby (Wisconsin),Valid,104000,44.900000,-90.283330
210,5397,1838-01-01T00:00:00.000,Fell,Cold Bokkeveld,Valid,5200,-33.133330,19.383330
211,5401,1994-01-01T00:00:00.000,Fell,Coleman,Valid,469,43.761110,-84.507780
212,5403,1890-01-01T00:00:00.000,Fell,Collescipoli,Valid,5000,42.533330,12.616670
213,5418,1965-01-01T00:00:00.000,Fell,Conquista,Valid,20350,-19.850000,-47.550000
214,5451,1844-01-01T00:00:00.000,Fell,Cosina,Valid,1200,21.166670,-100.866670
215,5465,1917-01-01T00:00:00.000,Fell,Cranganore,Valid,1460,10.200000,76.266670
216,5470,1936-01-01T00:00:00.000,Fell,Crescent,Valid,78.400000000000006,35.950000,-97.583330
217,5474,1877-01-01T00:00:00.000,Fell,Cronstad,Valid,3650,-27.700000,27.300000
218,5476,1892-01-01T00:00:00.000,Fell,Cross Roads,Valid,167,35.633330,-78.133330
219,5477,1902-01-01T00:00:00.000,Fell,Crumlin,Valid,4255,54.616670,-6.216670
220,5496,1919-01-01T00:00:00.000,Fell,Cumberland Falls,Valid,17000,36.833330,-84.350000
221,5500,1877-01-01T00:00:00.000,Fell,Cynthiana,Valid,6000,38.400000,-84.250000
222,5504,1981-01-01T00:00:00.000,Fell,Dahmani,Valid,18000,35.616670,8.833330
223,5511,1878-01-01T00:00:00.000,Fell,Dandapur,Valid,5650,26.916670,83.966670
