Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume (ml),Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
28131,Iowa Distilleries,Cody Road Honey,306,MISSISSIPPI RIVER DISTIL,750,6,1,0,70,03/01/2018,855037005456,10748252129892,16.00,96.00,24.00,04/01/2019
28132,Iowa Distilleries,Cody Road Maple,306,MISSISSIPPI RIVER DISTIL,750,6,1,0,70,03/01/2018,855037005449,10748252129892,16.00,96.00,24.00,04/01/2019
28134,Iowa Distilleries,Essence of Iowa Whiskey,525,Cats Eye Distillery,750,12,1,0,80,12/01/2017,855810007011,10748252129892,19.25,231.00,28.88,04/01/2019
29420,Iowa Distilleries,Blue Ox Gin Mini,229,DEHNER DISTILLERY,3000,1,60,0,80,06/01/2018,854647008161,10748252129892,30.00,30.00,45.00,04/01/2019
29421,Iowa Distilleries,Blue Ox Gin,229,DEHNER DISTILLERY,750,12,1,0,80,06/01/2018,854647008031,10748252129892,3.00,36.00,4.50,04/01/2019
29422,Iowa Distilleries,Blue Ox Gin,229,DEHNER DISTILLERY,1000,12,1,0,80,06/01/2018,854647008048,10748252129892,3.50,42.00,5.25,04/01/2019
29423,Iowa Distilleries,Blue Ox Gin,229,DEHNER DISTILLERY,1750,6,1,0,80,06/01/2018,854647008055,10748252129892,6.50,39.00,9.75,04/01/2019
29812,Iowa Distilleries,Clearheart Gin,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,90,01/01/2007,854647008055,10059824001738,12.30,73.80,18.45,04/01/2019
30016,Iowa Distilleries,Foundry Gin,566,"Foundry Distilling Company, LLC",375,12,1,0,80,08/01/2018,850826008038,10059824001738,6.66,79.92,9.99,04/01/2019
31990,Iowa Distilleries,River Rose Gin,306,MISSISSIPPI RIVER DISTIL,750,6,1,0,80,04/01/2011,22099147718,10059824001738,16.17,97.00,24.26,04/01/2019
31991,Iowa Distilleries,Barrel River Rose Gin,306,MISSISSIPPI RIVER DISTIL,375,12,1,0,80,09/01/2014,22099147718,10059824001738,9.09,109.00,13.64,04/01/2019
322,Iowa Distilleries,Itty Bitty Juggs Sample Pack,086,BROADBENT VENTURES LLC,200,24,1,0,25,09/01/2015,13964820294,10059824001738,3.00,72.00,4.50,04/01/2019
35586,Iowa Distilleries,Clearheart Vodka,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,80,02/01/2007,13964820294,10059824001004,12.30,73.80,18.45,04/01/2019
36161,Iowa Distilleries,Blue Water Vodka,125,CEDAR RIDGE VINEYARDS LL,1000,12,1,0,80,06/01/2013,13964820294,10059824001004,11.75,141.00,17.63,04/01/2019
36258,Iowa Distilleries,Dehner Distillery Vodka,229,DEHNER DISTILLERY,750,12,1,0,80,06/01/2014,13964820294,10858506004049,5.00,60.00,7.50,04/01/2019
36383,Iowa Distilleries,Hair of the Dawg Vodka,125,CEDAR RIDGE VINEYARDS LL,1000,12,1,0,80,06/01/2013,13964820294,10858506004049,10.25,123.00,15.38,04/01/2019
36410,Iowa Distilleries,Chick's,306,MISSISSIPPI RIVER DISTIL,750,12,1,0,80,10/01/2015,13964820294,10855037005231,10.09,121.08,15.14,04/01/2019
36429,Iowa Distilleries,Hustle,229,DEHNER DISTILLERY,750,12,1,0,80,01/01/2016,13964820294,10855037005231,9.49,113.88,14.24,04/01/2019
36447,Iowa Distilleries,Ingenioz,402,Oz Spirits LLC,750,12,1,0,80,06/01/2014,13964820294,10854781004033,12.54,150.48,18.81,04/01/2019
