CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,11391,JUNIPERO GIN - 750ML,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,418218,FOX BROOK CAB - 750ML,14,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,42107,CH LA CARDONNE - 750ML,5,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,51713,LINGANORE STEEPLE CHASE RED - 750ML,28,Purchase order
2018,January,LEGENDS LTD,BEER,12006,SOUTHERN TIER NU SKOOL - 4/6 12.OZ CAN,7,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,305324,GRAYSON CELLARS CHARD - 750ML,3,Purchase order
2018,January,LEGENDS LTD,KEG,50967,BURLEY OAK CANNED HEAT 1/6 KEG,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,41663,MOLLY DOOKER THE BOXER SHZ - 750ML,8,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,330658,MENAGE A TROIS PROSECCO - 750ML,50,Purchase order
2018,January,DOGFISH HEAD CRAFT BREWERY,BEER,97012,DOGFISH HEAD 90 MIN IPA 6/4-NR - 12OZ,432,Purchase order
2018,January,BARON FRANCOIS LTD,LIQUOR,10480,CHATEAU LAUBADE ARMAGNAC VSOP - 750ML,2,Purchase order
2018,January,KATCEF BROTHERS INC,KEG,23712,TROEGS NUGGET NECTAR - 1/6 KEG,10,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,438669,DI MAJO NORANTE RAMITELLO - 750ML,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,327131,SELLA & MOSCA CANNONAU RISERVA - 750ML,1,Purchase order
2018,January,DMV DISTRIBUTING LLC,WINE,303258,GRAND MOSCATO RED - 750ML,2,Purchase order
2018,January,HOME BREW MART INC,BEER,24733,BALLAST POINT SCULPIN 4/6 NR - 12OZ,21,Purchase order
2018,January,BUCK DISTRIBUTING COMPANY INC,BEER,26075,HOFBRAU ORIGINAL 4/6NR - 11.2OZ,96,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,25240,ZENATO RIPASSA VAL - 750ML,3,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,119270,BARBERA OTTONE I - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,382213,CANTINA GABRIELE SPUMANTE BIAN - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,319643,ALLAN SCOTT P/NOIR - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,342227,WEST CORK IRISH WHISKEY - 750ML,5,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,BEER,98159,LINDEMANS CASSIS 2/6NR - 12OZ,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,348924,VISTA POINT CABERNET - 750ML,5,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,357871,MICHAEL DAVID PETITE PETIT - 750ML,28,Purchase order
2018,January,LEGENDS LTD,BEER,26546,STILLWATER STATESIDE SAISON 6/4NR - 12OZ,3,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,332873,ARMENIA POMEGRANATE SEMI SWEET - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,359653,RIONDO PROSECCO - 750ML,13,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,346652,CH LA COMMANDERIE DE GOMBEAU - 750ML,11,Purchase order
2018,January,THE WINE GROUP,WINE,10737,CONCANNON FOUNDERS PETITE SYRAH - 750ML,4,Purchase order
2018,January,YUENGLING BREWERY,BEER,25495,YUENGLING LIGHT LAGER LOOSE CAN - 12OZ,99,Purchase order
2018,January,E & J GALLO WINERY,WINE,83534,TURNING LEAF CAB - 1.5L,36,Purchase order
2018,January,GLOBAL OCEAN AND AIR CARGO SERVICES,BEER,22647,ST GEORGE BEER ETHIOPIA 4/6 NR - 330ML,24,Purchase order
2018,January,EVEREST SPIRITS LLC,LIQUOR,342295,CONFUCIUS WISDOM- A WISE MAN'S SPIRIT - 200ML,1,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,77380,HENRY MCKENNA BOURBON - 1.75L,3,Purchase order
2018,January,BUCK DISTRIBUTING COMPANY INC,BEER,96822,SUPREMA 4/6 NR - 12OZ,132,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,44318,STAGS LEAP ARTEMIS CAB - 750ML,9,Purchase order
2018,January,LABATT USA OPERATING CO LLC,BEER,4367,MAGIC HAT #9 4/6 NR - 12OZ,396,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,342005,CH HAUT POURJAC RED BORD - 750ML,3,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,15318,CROWN ROYAL - 375ML,10,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,LIQUOR,347058,CAMUS VSOP BORDERIES COGNAC - 750ML,2,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,19623,CARDHU 12Y SINGLE MALT - 750ML,6,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,309079,CH LA MOTHE DU BARRY ROUGE - 750ML,4,Purchase order
2018,January,ROYAL WINE CORP,WINE,332298,CARMEL SEL S/BLC - 750ML,1,Purchase order
2018,January,TAP26MD LLC,WINE,337456,LIAR CHARD - 1/6K,5,Purchase order
2018,January,THE WINE GROUP,WINE,21326,FISH EYE CHARD - 750ML,28,Purchase order
2018,January,EASTERN LIQUOR DISTRIBUTORS INC,LIQUOR,43270,JINRO CHAMISOL SOJU (FRESH) - 375ML,14,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,341360,MATAKANA EST NEW ZEALAND S/BLC - 750ML,56,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,313736,SCHARFFENBERGER BRUT - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,342224,CLAS AZUL MEZCAL - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,310011,HARLAFTIS WHITE - 750ML,1,Purchase order
2018,January,BACARDI USA INC,WINE,79529,MARTINI & ROSSI SWEET VERMOUTH - 1.5L,54,Purchase order
2018,January,ROOTS RUN DEEP LLC,WINE,327864,EDUCATED GUESS MER - 750ML,16,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,153516,FAUSTINO I GRAN RES - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,315702,BANFI ROSA REGALE BRACHETTO - 187ML,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,87416,ANDRE WHITE CHAMPAGNE - 750ML,56,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,BEER,23433,SMIRNOFF PARTY PACK 2/12 NR - 11.2OZ,144,Purchase order
2018,January,QUINTESSENTIAL LLC,WINE,64424,DUBOEUF POUILLY FUISSE - 750ML,56,Purchase order
2018,January,E & J GALLO WINERY,WINE,84409,LIVINGSTON CELLARS BURGUNDY - 1.5L,40,Purchase order
2018,January,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,316922,FINCA FABIAN CHARD - 750ML,2,Purchase order
2018,January,PUNTO VINO LLC,WINE,428899,LITTLE BOSCO FRIZZANTE - 750ML,5,Purchase order
2018,January,ELK RUN VINEYARDS,WINE,312061,ELK RUN AMERICAN REIS - 750ML,1,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,92657,ICEHOUSE 4/6 LNNR - 12OZ,64,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,76270,JACQUINS ROCK & RYE - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,310580,TORRE DI LUNA S/BLC - 750ML,2,Purchase order
2018,January,LEGENDS LTD,KEG,24234,LAGUNITAS SUMPIN SUMPIN 1/2K,3,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,38261,EL JIMADOR TEQUILA - BLANCO - 750ML,66,Purchase order
2018,January,DELMAR BREWING COMPANY LLC,KEG,24691,EVOLUTION LOT #3 IPA 1/6K,5,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,310567,DOM BRUNET P/NOIR - 750ML,12,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,49065,TIM SMITHS CLIMAX MOONSHINE - 750ML,2,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,348881,SCHUBERT GOOSEYARD SHIRAZ,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,338881,CADUCEUS NAGUL - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,NON-ALCOHOL,76105,HERRADURA AGAVE NECTAR,1,Purchase order
2018,January,ANHEUSER BUSCH INC,KEG,26242,DEVILS BACKBONE VIENNA LAGER 1/2K,45,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,80900,TAYLOR CREAM SHERRY - 750ML,42,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,45085,LINGANORE BLACKBERRY - 750ML,4,Purchase order
2018,January,PWSWN INC,WINE,332911,IDEL CELLARS VIOG - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,47538,MUMMS NAPA CUVEE BL/BL - 750ML,3,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,330504,AU CONTRAIRE CHARD - 750ML,7,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,40735,POPPY P/NOIR - 750ML,28,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,232842,LEXICON CHARD - 750ML,6,Purchase order
2018,January,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,35432,FINLANDIA VODKA - 1.75L,76,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,296882,RUM CHATA FRAPPACHATA - 1.75L,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,301992,COVENANT NAPA CAB - 750ML,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,43214,DEKUYPER PUCKER WATERMELON - 1L,2,Purchase order
2018,January,LEGENDS LTD,BEER,12051,LEFT HAND EXTROVERT - 12.OZ 4/6 CAN,2,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,303089,CH LES ARROMANS ENT-D-MER - 750ML,2,Purchase order
2018,January,DOPS INC,WINE,19836,FESS PARKER SB COUNTY P/NOIR - 750ML,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,2704,VERDI SPUMANTE MB NR - 25.4OZ,36,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,83896,BLACK COTTAGE S/BLC - 750ML,1,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,426180,CHARLES & CHARLES RED - 750ML,56,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,25704,STERLING VNT COLL MERLOT - 750ML,14,Purchase order
2018,January,NEW PARROTT & CO,WINE,80124,ENTWINE P/GRIG - 750ML,14,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,314044,HAUTS LAGARDE BORD RED - 750ML,2,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,10275,LOT 40 RYE - 750ML,1,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,80637,MURPHY GOODE CAB - 750ML,140,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,234666,BEATBOX BEV BLUE RAZZBERRY - 5L,1,Purchase order
2018,January,LEGENDS LTD,KEG,29080,UNIBROUE BLANCHE DE CHAMBLY 1/2 KEG,2,Purchase order
2018,January,LEGENDS LTD,BEER,13083,WEYERBACHER DALLAS SUCKS 4/6CN - 12OZ,1,Purchase order
2018,January,PWSWN INC,WINE,346672,CHOROY S/BLC - 1.5L,1,Purchase order
2018,January,KATCEF BROTHERS INC,BEER,29002,TROEGS SUNSHINE PILS 4/6 12.OZ NR,3,Purchase order
2018,January,PUNTO VINO LLC,WINE,357790,HINMAN P/NOIR - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,323667,POLIZIANO ASINONE MONTEPUL - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,438030,ALTA VISTA CLASSIC MAL - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,338835,PEBBLE LANE CHARD - 750ML,2,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,325950,BELLE AMBIANCE CAB - 750ML,64,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,80376,SUTTER HOME CHENIN BLC - 1.5L,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,334530,EL SILENCIO ESPADIN MEZCAL - 750ML,10,Purchase order
2018,January,MOET HENNESSY USA,LIQUOR,41033,HENNESSY COGNAC VS - 1L,68,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,181021,PINE RIDGE CHEN VIOG - 750ML,2,Purchase order
2018,January,BACARDI USA INC,LIQUOR,79807,ABERFELDY 21YR SM SCOTCH 4/CS - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,28308,BALTIMORE BEER WORKS THE CASK 6/4 NR,7,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,19267,LOUIS ROEDERER CRISTAL 6/CS - 750ML,2,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,399000,VINA ROBLES CAB - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,332415,BARON DE LUZE ROUGE - 750ML,2,Purchase order
2018,January,FRONT PORCH MICRO WINERY LLC,WINE,80282,THE WINERY OLNEY CRANBERRY SHIRAZ - 750ML,2,Purchase order
2018,January,MILLER BREWING COMPANY,DLC,400,COORS KEG BOARD,95,Purchase order
2018,January,PWSWN INC,WINE,346442,1861 MALB - 750ML,3,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,305349,LITTLE BOOMEY CHARD - 1.5L,2,Purchase order
2018,January,ROYAL WINE CORP,WINE,159719,ALFASI CAB - 750ML,3,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,347120,LMR FARMSTEAD CAB - 750ML,2,Purchase order
2018,January,MICHAEL R DOWNEY SELECTIONS INC,WINE,186902,FRACCHIA VOULET CASARZO - 750ML,28,Purchase order
2018,January,DOPS INC,WINE,312377,SANTA MARINA PROSECCO - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,341977,ASADO CLUB SEL MALB - 750ML,5,Purchase order
2018,January,DUCLAW BREWERY LLC,BEER,30081,FOR PETE'S SAKE - 4/6,2,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,327999,MAD HOUSEWIFE CAB - 750ML,3,Purchase order
2018,January,JACK POUST & COMPANY INC,WINE,68500,PRESIDENTIAL TAWNT PORTO 40YR - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,63886,MOUTON CADET RED - 1.5L,48,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,233620,MARION FIELD CELL THE MARION P/GRIS - 750ML,1,Purchase order
2018,January,YOUNG WON TRADING INC,LIQUOR,76074,CHUM-CHURUM SOJU - 375ML,28,Purchase order
2018,January,JACKSON FAMILY ENTERPRISES INC,WINE,77585,K JACKSON VINT RES CHARD - 375ML,20,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,422142,VAJRA LANGHE ROSSO - 750ML,3,Purchase order
2018,January,MHW LTD,WINE,415081,ANCIANO 10YR GRAN RES - 750ML,56,Purchase order
2018,January,WILLIAM HARRISON IMPORTS,WINE,325802,LEGADO CAB/FRC - 750ML,1,Purchase order
2018,January,PERNOD RICARD USA LLC,WINE,68322,SANDEMAN FINE TAWNY PORT - 750ML,20,Purchase order
2018,January,KLEIN FAMILY VINTNERS,WINE,82295,R STRONG CHALK HILL CHARD - 750ML,28,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,28428,CONQUISTADOR TEQUILA - GOLD - 1.75L,2,Purchase order
2018,January,LUNEAU USA INC,WINE,307743,TAVERNELLO ROSSO - 750ML,42,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,68705,PATRON REPOSADO 12/CS - 375ML,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,420751,OXFORD LANDING CAB - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,LIQUOR,70374,GREEN HAT NAVY STRENGHT GIN - 750ML,1,Purchase order
2018,January,STOLI GROUP (USA) LLC,LIQUOR,36110,STOLICHNAYA VODKA - GOLD - 750ML,4,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,41190,MARTELL COGNAC - CORDON BLEU - 750ML,2,Purchase order
2018,January,PERNOD RICARD USA LLC,WINE,16071,P JOUET GR BRUT NV 12/CS - 375ML,1,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,53210,SUTTER HOME P/GRIG - 750ML,32,Purchase order
2018,January,LEGENDS LTD,KEG,88481,BURLEY OAK LOST IPA 1/2K,2,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,11373,THE POGUES IRISH WHISKY - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,234280,BREWER-CLIFTON S RITA HILLS P/NOIR - 750ML,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,314064,MASCHIO PROSECCO - 187ML,4,Purchase order
2018,January,GRAPES & BARLEY LLC,WINE,233884,M BONNAMY CREM' LOIRE BRUT SPARK - 750ML,1,Purchase order
2018,January,E & J GALLO WINERY,WINE,89999,MACMURRAY RANCH CC P/NOIR - 750ML,14,Purchase order
2018,January,ROYAL WINE CORP,WINE,317978,BARON HERZOG JEUNESSE PINK MOSCATO - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,346128,PICO & VINE MERITAGE - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,45177,REDTREE P/NOIR - 750ML,4,Purchase order
2018,January,BACCHUS IMPORTERS LTD,LIQUOR,312211,PLANTATION  5 YR GR RES RUM - 750ML,3,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,233780,LEGADO DE MONCAYO DRY MUSCAT - 750ML,8,Purchase order
2018,January,SALVETO IMPORTS LLC,WINE,319573,DUSKY GOOSE P/NOIR DUNDEE HILLS - 750ML,4,Purchase order
2018,January,DOPS INC,BEER,93041,AV HOP OTTIN IPA 4/6 NR - 12OZ,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,313611,LUCKY STAR PET/SYR - 750ML,3,Purchase order
2018,January,DOPS INC,KEG,26065,HEBREW HOP MANNA IPA 1/2K,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,347035,CARTA VIEJA CAB - 1.5L,6,Purchase order
2018,January,BUCK DISTRIBUTING COMPANY INC,BEER,98302,CARIB SHANDY GINGER 4/6 NR - 12OZ,21,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,306841,DANTE P/NOIR - 750ML,14,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,310253,HAHN GSM - 750ML,1,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,317891,TENUTA S ANNA PROSECCO - 187ML,2,Purchase order
2018,January,DOPS INC,WINE,334302,SANTA CAROLINA RES S/BLC - 750ML,1,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,346999,DOM DE LA JOUSSELINIERE CHARD - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,347646,BIG SMOOTH CABERNET,15,Purchase order
2018,January,YUENGLING BREWERY,BEER,3085,YUENGLING LAGER 2/12 NR - 12OZ,189,Purchase order
2018,January,JACK POUST & COMPANY INC,WINE,64033,ENRICO PROSECCO BRUT 6/CS - 750ML,20,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,327295,ANDERSON BURG - 18L,7,Purchase order
2018,January,MOET HENNESSY USA,WINE,350907,CHANDON NV BRUT - 375ML,8,Purchase order
2018,January,WASHBURN WINE CO,BEER,2046,GULDEN DRAAK DARK NR - 6/25.4OZ,5,Purchase order
2018,January,REMY COINTREAU USA,LIQUOR,24449,REMY MARTIN 1738 - 750ML,56,Purchase order
2018,January,RVWC LLC,WINE,346104,LIQUID FARM CHARD WHITE HILL - 750ML,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,347192,BOSINAKIS MANTINIA MOSCHOFILERO - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,391131,DONA PAULA LOS CARDOS S/BLC - 750ML,5,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,321870,FINCA VILLACRECES PRUNO - 750ML,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,41145,PEERLESS KENTUCKY STRAIGHT RYE WHISKEY 107.6PROOF - 750ML,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,153150,DON RAMON PEREZ JUAN - 750ML,4,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,334598,CHARTRON & TREBUCHET BOURG BLANC 13 - 750ML,1,Purchase order
2018,January,STARR HILL BREWERY LLC,BEER,31084,STARR HILL SPRING TOUR VARIETY 12PK NR,30,Purchase order
2018,January,DOGFISH HEAD DISTILLERY LLC,LIQUOR,342480,ANALOG VODKA - 750ML,6,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,232338,OAKWOOD MER - 750ML,4,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,11762,JIM BEAM WHITE - 1.75L,260,Purchase order
2018,January,KATCEF BROTHERS INC,BEER,96099,ROGUE 7 HOP IPA - 6/4,5,Purchase order
2018,January,TESTA WINES OF THE WORLD LTD,WINE,318185,UNDURRAGA SIBARIS P/NOIR - 750ML,1,Purchase order
2018,January,STEFANO INCORPORATED,WINE,333096,LA FERLA NERO D'AVOLA - 1.5L,2,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,339933,MYX MOSCATO TROPICAL SANGRIA - 187ML,3,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,82007,HARLOW RIDGE COASTAL CAB - 750ML,2,Purchase order
2018,January,TRI-VIN IMPORTS,WINE,306072,LAB PORTUGUESE WHITE - 750ML,28,Purchase order
2018,January,DOPS INC,WINE,40305,DRY CREEK VYD MERITAGE - 750ML,1,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,35475,ARISTOCRAT VODKA - 1.75L,130,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,70767,RUM CHATA - 750ML,40,Purchase order
2018,January,CLIPPER CITY BREWING CO,BEER,26127,HEAVY SEAS LOOSE CANNON 4/6CANS - 12OZ,24,Purchase order
2018,January,PUNTO VINO LLC,WINE,309229,KALTERN SCHIAVA - 750ML,2,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,85936,WOODBRIDGE WH/ZIN - 750ML,14,Purchase order
2018,January,BACARDI USA INC,LIQUOR,70772,LEBLON CACHACA - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,332813,DELISH S/BLC - 750ML,4,Purchase order
2018,January,MICHAEL R DOWNEY SELECTIONS INC,WINE,137197,VIETTI BAROLO CASTIGLIONE 6/CS - 750ML,1,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,348147,DOM SOLITUDE CDP BARBERINI - 750ML,1,Purchase order
2018,January,BACKUP BEVERAGE,KEG,50926,LOST RHINO SOUR PEACH 1/6 KEG,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,341907,GAROFOLI VERD MACRINA - 750ML,1,Purchase order
2018,January,CLIPPER CITY BREWING CO,BEER,1627,HEAVY SEAS POWDER MONKEY P/A 4/6 NR - 12OZ,36,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,323710,CAMPO VIEJO GARN - 750ML,3,Purchase order
2018,January,VIGNOBLES LVDH USA INC,WINE,119350,CASTLE ROCK ZIN - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,334943,BRYN MAWR WILLAMETTE VLY CHARD 14 - 750ML,1,Purchase order
2018,January,FLYING DOG BREWERY LLLP,KEG,23335,FLYING DOG DBL DOG PALE ALE 1/6K,5,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,322005,FLO MOSCATO                   341749 - 750ML,2,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,317664,KTIMA MITRAVELAS RED & BLACK - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,23559,BUTTERNUT HENNIEWEISSEN 4/6 CANS - 12OZ,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,108596,KEDEM NY CREAM WHITE NIAGARA - 750ML,1,Purchase order
2018,January,MICHAEL R DOWNEY SELECTIONS INC,WINE,325783,CASTELLO DI POPPIANO CORTILE - 750ML,1,Purchase order
2018,January,QUINTESSENTIAL LLC,WINE,317233,PASQUAL TOSO SPARK - 750ML,56,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,71048,GABBIANO CHIANTI CLASSICO - 750ML,28,Purchase order
2018,January,COASTAL BREWING COMPANY LLC,KEG,28482,DOMINION GREAT AMERICAN PALE ALE - 1/2K,6,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,435678,PAUL HOBBS LA FLOR MAL - 750ML,9,Purchase order
2018,January,BACARDI USA INC,LIQUOR,38512,CASTILLO RUM - WHITE - 750ML,2,Purchase order
2018,January,PUNTO VINO LLC,WINE,326158,COLSANTO ROSSO MONTEFALCO - 750ML,2,Purchase order
2018,January,DUCLAW BREWERY LLC,KEG,12646,DUCLAW SHELLRAISER IPA 1/2K,9,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,233082,AVALON RED BLEND - 750ML,2,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,406112,ELVIRA CALLE ALBERTI 154 MAL - 750ML,1,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,154300,MILTON PARK SHEARWATER CHARD - 750ML,1,Purchase order
2018,January,EXCELSIOR WINE COMPANY LLC,WINE,70025,CYT CASILLERO DEL DIABLO MER - 750ML,28,Purchase order
2018,January,LEGENDS LTD,KEG,28990,LONG TRAIL TRIPLE BAG 20L KEG,4,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,3999,BLUE MOON 4/6 NR - 12OZ,1728,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,311575,CASTELINHO DOURO VINHO TINTO RED - 750ML,7,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,333610,ZENATO ROSSO VERONESE ALANERA - 750ML,9,Purchase order
2018,January,WILLIAM GRANT AND SONS INC,LIQUOR,43539,THE KNOT IRISH -100P - 750ML,3,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,NON-ALCOHOL,324238,GEORGES BLOODY MARY SPICEY - 32OZ,10,Purchase order
2018,January,GRAPES & BARLEY LLC,WINE,340482,FIUZA TOURIGA NACIONAL - 750ML,1,Purchase order
