CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2018,January,CAMPARI AMERICA LLC,LIQUOR,12421,GLEN GRANT 12YR - 750ML,11,Purchase order
2018,January,LCF WINE COMPANY LLC,WINE,318087,LANGE TWINS ZIN - 750ML,1,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,341620,GOLAN HEIGHTS YARDEN T2 RED DESSERT - 750ML,1,Purchase order
2018,January,DOPS INC,BEER,24505,WEXFORD IRISH CREAN ALE 6/4 CANS - 14.9OZ,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,339100,MAYNARD'S FINE TAW PRT - 750ML,3,Purchase order
2018,January,DOPS INC,WINE,313297,GRAN CASTILLO ROCIO CAVA BRUT - 750ML,2,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,315111,MURPHY GOODE A/V CAB - 750ML,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,355593,MARTINELLE VENTOUX RED - 750ML,1,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,399370,DOM DE LA COLLONGE POU/FUISSE - 750ML,11,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,BEER,23802,S SMITH ORGANIC CHERRY ALE NR - 18.7OZ,1,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,84526,CHARLES THOMAS CDR ROSE - 750ML,42,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,310564,RUTHERFORD RANCH CHARD - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,328066,TIERRA BRISA MALBEC - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,11908,OMMEGANG LOVELY - 4/6 NR 12.OZ,8,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,312852,WINE BY JOE P/NOIR            29256 - 750ML,4,Purchase order
2018,January,BACARDI USA INC,LIQUOR,32085,BOMBAY GIN - SAPPHIRE - 750ML,70,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,191957,MONTE VELHO WHITE - 750ML,1,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,309202,CASA PATRONALES MER - 750ML,5,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,324841,DR HANS VAN MULLER RIES QBA - 750ML,1,Purchase order
2018,January,DOGFISH HEAD CRAFT BREWERY,KEG,68764,DOGFISH HEAD ROMANTIC CHEM 1/2 KEG,42,Purchase order
2018,January,FRANCIS COPPOLA WINERY LLC,WINE,83933,COPPOLA DIAMOND CLARET CAB - 750ML,28,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,313023,FLO RED BLEND                  22441 - 750ML,3,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,69043,MICHELOB ULTRA 30PK CAN - 12OZ,2320,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,54534,GLENLIVET 15YR FRENCH OAK - 750ML,50,Purchase order
2018,January,UNITED STATES DISTILLED PRODUCTS,WINE,82555,CANTI BARBERA D'ASTI RED - 750ML,1,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,6254,ST PAULI GIRL 2/12 NR - 12OZ,120,Purchase order
2018,January,BANFI PRODUCTS CORP,WINE,80393,NATURA CASABLANCA VYLY CHARD - 750ML,33,Purchase order
2018,January,DUGGANS DISTILLERS PROD,LIQUOR,70664,DETTLING CHERRY LIQUEUR - 375ML,1,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,337731,Z DE LUC THIENPONT - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,401471,THE CRUSHER PET/SYR - 750ML,2,Purchase order
2018,January,LEGENDS LTD,BEER,27759,BREWERS ART BIRDHOUSE 4/6 CANS - 12OZ,5,Purchase order
2018,January,BUCK DISTRIBUTING COMPANY INC,BEER,11536,STONE ARROGANT BASTARD 4/6 16.OZ CAN,25,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,335513,BROADBENT VIN VERDE ROSE - 750ML,1,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,20109,JAMESON IRISH WHISKEY - 1.75L,165,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,347586,MU SAKE JUNMAI DIAGINJYO - 720ML,3,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,339496,CADE HOWELL MT RED - 750ML,2,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,88811,FRANCISCAN OAKVILLE EST CHARD - 750ML,56,Purchase order
2018,January,COMETE WINES LLC,WINE,320981,MAISON GUYOT LES ESSAIMS - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,319036,SUTTER HOME PINK MOSCATO - 1.5L,10,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,327703,LA PUERTA MAL - 750ML,1,Purchase order
2018,January,KLEIN FAMILY VINTNERS,WINE,322768,R STRONG ALEXANDER VLY CAB - 750ML,2,Purchase order
2018,January,BACKUP BEVERAGE,BEER,50205,3WV SANDSTORM TRIPLE 4/6 12OZ CANS,1,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,71295,BURNETTS VODKA - TROPICAL FRUIT - 1.75L,30,Purchase order
2018,January,LEGENDS LTD,BEER,25644,LAGUNITAS UNDERCOVER SHUT ALE 4/6NR - 12OZ,40,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,309589,BANSHEE P/NOIR - 750ML,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,418110,FOX BROOK MER - 1.5L,2,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,157724,SAWANOTSURU GENSUH SAKE - 720ML,2,Purchase order
2018,January,THE WINE GROUP,WINE,83020,BENZIGER SONOMA CHARD - 750ML,14,Purchase order
2018,January,ROYAL WINE CORP,WINE,324334,MONTEFIORE RED - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,43231,VAN GOGH MELON - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,339182,SANTA ALICIA MERLOT - 1.5L,8,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,80195,TAYLOR PORT - 1.5L,104,Purchase order
2018,January,STE MICHELLE WINE ESTATES,WINE,43190,CH ST MICH INDIAN WELLS CHARD - 750ML,14,Purchase order
2018,January,INTERBALT PRODUCTS CORP,WINE,347836,COMTE DE BEAULIEU BORDEAUX 750 ML,8,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,340601,NIETO SENETINER MALBEC CAMILA - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,346492,CUSTOMVINE RED HILLS THE GLOAMING CAB - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,WINE,335600,CH GRANDE CASSAGNE ROSE - 750ML,2,Purchase order
2018,January,SAZERAC CO,LIQUOR,55026,CHI-CHI COSMO - 1.75L,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,427659,LA FIERA P/GRIG - 750ML,14,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,235014,VIGNAIOLI MORELLINO SCANSANO VIOG TOSC - 750ML,1,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,23872,ROLLING ROCK 18PK NR - 12OZ,196,Purchase order
2018,January,ROYAL WINE CORP,WINE,159727,ALFASI MER - 750ML,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,38628,SAUZA CONMEMORATIVO - 750ML,10,Purchase order
2018,January,MOET HENNESSY USA,WINE,74080,TERRAZAS ALTO MALBEC - 750ML,56,Purchase order
2018,January,E & J GALLO WINERY,WINE,89311,MIRASSOU P/NOIR - 750ML,60,Purchase order
2018,January,GRAPES & BARLEY LLC,WINE,340647,SILVER P/NOIR S BARB - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,93431,FLYING FISH HOPFISH IPA 4/6NR - 12OZ,7,Purchase order
2018,January,FLYING DOG BREWERY LLLP,BEER,23772,FLYING DOG RAGING BITCH BELGIAN IPA -NR,936,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,96016,BASS ALE 4/6 NR - 12OZ,168,Purchase order
2018,January,TRI-VIN IMPORTS,WINE,333642,CONFIDENCIAL RES RED - 750ML,56,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,357383,ANGELINE P/NOIR RS - 750ML,42,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,42577,COOKS EXTRA DRY CHAMP - 1.5L,1,Purchase order
2018,January,LEGENDS LTD,BEER,12849,WEYERBACHER SEXY MOTHERPUCKER 4/6 - 12OZ,4,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,310497,OLD COACH ROAD P/GRIS - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,3689,OMMEGANG ABBEY ALE NR - 25.4OZ,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,86115,BELMONDO P/NOIR - 1.5L,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,312294,SKINNYGIRL WHITE - 750ML,1,Purchase order
2018,January,PERNOD RICARD USA LLC,LIQUOR,73540,GREEN SPOT IRISH WHISKEY - 750ML,6,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,348928,CONTRADE MALVASIA CHARDONNAY,2,Purchase order
2018,January,LEGENDS LTD,KEG,28776,UNION MIRACLE WEIZEN 1/2 KEG,4,Purchase order
2018,January,LEGENDS LTD,KEG,29738,LAGUNITAS PILS 1/4 KEG,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,40279,WARRES WARRIOR PORTO - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,79936,TOASTED HEAD MER - 750ML,1,Purchase order
2018,January,RED INK IMPORTS,WINE,320694,SANCHO BARON - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,63428,MOUTON CADET WHITE - 750ML,14,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,326271,OBIKWA CAB - 750ML,8,Purchase order
2018,January,CROWN IMPORTS,BEER,23324,CORONA LIGHT 18PK NR - 12OZ,300,Purchase order
2018,January,LEGENDS LTD,BEER,30251,XINGU GOLD 4/6 NR,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,80452,COSENTINO CIGAR ZIN - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,73639,SHEEP DIP SCOTCH - 750ML,3,Purchase order
2018,January,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,41657,HEITZ N/V CAB - 750ML,3,Purchase order
2018,January,THREE STARS BREWING COMPANY LLC,BEER,84935,3 STARS ABOVE THE CLOUDS 12.0Z 6PK CAN,60,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,324166,CUNE RIOJA - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,302776,MACROSTIE S/C CHARD - 750ML,10,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,70462,SEACRETS VODKA - 750ML,6,Purchase order
2018,January,DELICATO FAMILY VINEYARDS,WINE,337950,GNARLY HEAD DOUBLE BLK 1924 - 750ML,28,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,307170,COCOA VINO PLAIN               21401 - 750ML,5,Purchase order
2018,January,LEGENDS LTD,KEG,11960,VERZET OUD BRUIN - 20L,1,Purchase order
2018,January,PROXIMO SPIRITS INC,NON-ALCOHOL,98140,JOSE CUERVO LIME MARGARITA MIX - 1.75L,56,Purchase order
2018,January,BACARDI USA INC,LIQUOR,78971,DEWARS 15YR SCOTCH - 750ML,2,Purchase order
2018,January,INTERBALT PRODUCTS CORP,BEER,94102,BALTIKA #9 EXTRA NR 20/CS - 16.9OZ,5,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,383619,VINACEOUS RED HAND SHZ - 750ML,1,Purchase order
2018,January,PWSWN INC,WINE,313584,LOUIS COUTURIER BOURG ALIGOTE - 750ML,2,Purchase order
2018,January,DOPS INC,WINE,340289,CASA NATAL RES MALB - 750ML,1,Purchase order
2018,January,KYSELA PERE ET FILS LTD,WINE,235050,THORN-CLARKE TERRA BAROSSAA CAB 15 CLOSEOUT - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,BEER,97284,S SMITH OATMEAL STOUT 6/4 NR - 12OZ,16,Purchase order
2018,January,E & J GALLO WINERY,WINE,86193,CARLO ROSSI RHINE - 1.5L,24,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,305331,BADENHORST SECATEURS CH/BLC - 750ML,4,Purchase order
2018,January,PWSWN INC,WINE,333767,URBITARTE CIDER - 750ML,1,Purchase order
2018,January,OPICI FAMILY DISTRIBUTING OF MD,WINE,337035,UNDONE RIES - 750ML,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,407542,SANTIAGO RUIZ RIAS BAIXAS - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,72492,OLE SMOKY MANGO HABANERO - 750ML,1,Purchase order
2018,January,BACARDI USA INC,WINE,79693,NOILLY PRATT SWEET VERMOUTH - 750ML,14,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,338919,RABBLE FORCE OF NATURE ZIN - 750ML,1,Purchase order
2018,January,JIM BEAM BRANDS CO,LIQUOR,35777,GILBEY'S VODKA - 375ML,120,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,348184,PENNYWISE PETITE SIRAH - 750ML,49,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,301450,FLOWERS S/C CHARD - 750ML,1,Purchase order
2018,January,AREL GROUP WINE & SPIRITS,WINE,308354,TENUTA POLVARO PROSECCO - 750ML,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,72729,LINDEMANS BIN 40 MER - 1.5L,160,Purchase order
2018,January,LEGENDS LTD,BEER,22132,SOUTHERN TIER PHIN & MATT 4/6 NR - 12OZ,4,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,NON-ALCOHOL,80856,STIRRINGS DIRTY MARTINI MIX 6/CS - 12OZ,5,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,45049,SUTTER HOME MOSCATO - 187ML,75,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,302058,VINI P/NOIR - 750ML,3,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,313528,VALDO PROSECCO CUV             25800 - 750ML,2,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,115185,INDABA WESTERN CAPE MER - 750ML,1,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,26252,DEVILS BACKBONE EIGHT POINT IPA 4/6NR - 12OZ,112,Purchase order
2018,January,BARON FRANCOIS LTD,WINE,21474,CH DES TOURS BROUILLY - 750ML,7,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,26216,BUD ICE 15/25OZ CANS,394,Purchase order
2018,January,BACCHUS IMPORTERS LTD,LIQUOR,346724,PIERRE FERRAND 1840 COGNAC - 750ML,2,Purchase order
2018,January,LEGENDS LTD,BEER,29083,ROBINSONS TROOPER 6/4 16.OZ CAN,1,Purchase order
2018,January,LEGENDS LTD,KEG,24021,ST. BERNARDUS TRIPLE 20L 1/6K,1,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,301882,O'DWYERS S/BLC - 750ML,3,Purchase order
2018,January,THE WINE GROUP,WINE,21563,FISH EYE P/GRIG - 750ML,28,Purchase order
2018,January,DOGFISH HEAD CRAFT BREWERY,KEG,88315,DOGFISH HEAD 90 MIN IPA 1/2K,24,Purchase order
2018,January,SAZERAC CO,WINE,20621,FUKI PLUM WINE - 750ML,6,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,45072,SOLE BEACH S/BLC - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,80670,ROOT 1 S/BLC - 750ML,23,Purchase order
2018,January,DELMAR BREWING COMPANY LLC,BEER,12742,EVOLUTION HOPS LIMON 4/6NR,3,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,329133,TRENCALS TEMP - 750ML,14,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,55980,MONTEVINA CAL ZIN - 750ML,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,232888,DOM LA LIGIERE CDR LES COSTEBELLES - 750ML,1,Purchase order
2018,January,HEINEKEN USA,BEER,90230,CERVESAS DE MEXICO 12PK NR - 12OZ,70,Purchase order
2018,January,LEGENDS LTD,BEER,28888,OSKAR BLUES PINNER IPA 4/6 12.OZ CAN,15,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,82040,CLOS DU BOIS BF CHARD - 750ML,392,Purchase order
2018,January,THE WINE GROUP,WINE,81949,ALMADEN CHARD BIB - 5L,77,Purchase order
2018,January,STE MICHELLE WINE ESTATES,WINE,46363,COLUMBIA CREST H3 MER - 750ML,42,Purchase order
2018,January,LEGENDS LTD,BEER,24547,BRECKENRIDGE OATMEAL STOUT 4/6 NR - 12OZ,8,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,382558,HALL NAPA MER - 750ML,2,Purchase order
2018,January,ELITE WINES IMPORTS,WINE,166731,TIERRA DIVINA REDS - 750ML,2,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,28636,STEEL RESERVE PINEAPPLE12/24OZ CAN,294,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,72225,CANTINA GABRIELE SANG - 750ML,4,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,70378,MEIOMI  P/NOIR - 750ML,1012,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,46036,HIGH WEST RENDEZVOUS - 750ML,1,Purchase order
2018,January,SUTTER HOME WINERY INC,WINE,80130,SUTTER HOME PINK MOSCATO - 750ML,64,Purchase order
2018,January,CONSTANTINE WINES INC,WINE,175501,BOGLE CHARD - 750ML,14,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,303844,L LATOUR VALM P/NOIR MON AMI - 750ML,14,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,232436,J VIDAL FLEURY CDR  ROUGE - 750ML,10,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,341880,R DUTOIT LES VLLS VIGNES POU/FUISSE - 750ML,1,Purchase order
2018,January,SPAINS BEST BEERS INC,BEER,26593,MAHOU ESTRELLA 4/6NR - 11.2OZ,10,Purchase order
2018,January,THE TRITON COLLECTION INC,WINE,340895,POT DE VIN MER - 750ML,2,Purchase order
2018,January,DOPS INC,WINE,174572,FESS PARKER FRONTIER RED - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,322563,SYCAMORE LANE CAB - 1.5L,14,Purchase order
2018,January,DIAGEO NORTH AMERICA INC,LIQUOR,48428,TANQUERAY RANGPUR GIN - 1.75L,5,Purchase order
2018,January,RUTHERFORD WINE COMPANY,WINE,47147,CLYDES CALIF MERLOT - 750ML,28,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,336129,LOUIS DUMONT BRUT - 750ML,1,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,80349,BV COASTAL CAB - 750ML,42,Purchase order
2018,January,DIONYSOS IMPORTS INC,WINE,347511,BOECKEL RIESLING BRANDLUFT - 750ML,1,Purchase order
2018,January,DEUTSCH FAMILY WINE & SPIRITS,WINE,305725,RUTA 22 MAL - 750ML,14,Purchase order
2018,January,CONSTELLATION BRANDS,WINE,63207,WOODBRIDGE MER - 1.5L,160,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,234876,CLINE FAM CELLARS FARMHOUSE RED,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,347187,TANGENT P/GRIGIO - 750ML,3,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,159832,DANTE SPEC SEL MER - 750ML,6,Purchase order
2018,January,WILLIAM GRANT AND SONS INC,LIQUOR,307901,HENDRICKS GIN - 1L,98,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,418617,ANNABELLA P/NOIR - 750ML,4,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,43706,CAN BLAU - 750ML,20,Purchase order
2018,January,ROYAL WINE CORP,WINE,14834,CARMEL SACRAMENTAL KING DAVID - 750ML,7,Purchase order
2018,January,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,75027,BERINGER FOUNDERS EST CAB - 1.5L,48,Purchase order
2018,January,SAZERAC CO,LIQUOR,23167,WELLER BOURBON 107P - 750ML,10,Purchase order
2018,January,LEGENDS LTD,BEER,6327,ORKNEY SKULLSPLITTER ALE 6/4NR - 11.2OZ,9,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,345884,3 SISTERS & A BROTHER RED - 750ML,1,Purchase order
2018,January,LEGENDS LTD,BEER,98078,HITACHINO NEST WHITE ALE NR 12/CS - 23.4OZ,3,Purchase order
2018,January,KOBRAND CORPORATION,WINE,60070,JADOT P/NOIR - 750ML,18,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,46272,TRINITY OAKS CHARD - 750ML,9,Purchase order
2018,January,E & J GALLO WINERY,WINE,82156,BAREFOOT CEL SWEET RED - 1.5L,180,Purchase order
2018,January,LEGENDS LTD,BEER,10931,FOUNDERS ALL DAY - 12OZ CAN,221,Purchase order
2018,January,PERNOD RICARD USA LLC,WINE,300588,JACOBS CREEK MOSCATO - 750ML,42,Purchase order
2018,January,ANHEUSER BUSCH INC,BEER,90514,BUSCH 18PK CAN - 12OZ,170,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,45348,TORII MOR OREGON P/NOIR - 750ML,1,Purchase order
2018,January,PROXIMO SPIRITS INC,LIQUOR,17876,BOODLE'S GIN - 1.75L,19,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,347568,SEMELI AGIORGITIKO RED FEAST - 750ML,2,Purchase order
2018,January,STE MICHELLE WINE ESTATES,WINE,81028,ANTINORI VILLA TOSCANO BIANCO - 750ML,1,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,BEER,98094,LINDEMANS CASSIS NR - 25.4OZ,1,Purchase order
2018,January,PUNTO VINO LLC,WINE,44506,SIEMA VYDS P/GRIG - 750ML,14,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,336718,TERREDORA FIANO DI AVELLINO - 750ML,1,Purchase order
2018,January,DOPS INC,WINE,310552,BLU PROSECCO - 750ML,7,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,345335,LA PERLINA MOSCATO - 750ML,5,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,323076,BIUTIFUL CAVA N/V - 750ML,14,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,34029,CHARLES KRUG NAPA CAB - 750ML,2,Purchase order
2018,January,LANTERNA DISTRIBUTORS INC,WINE,339072,GLENBROOK CAB - 750ML,2,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,306864,LANDER JENKINS CHARD - 750ML,2,Purchase order
2018,January,ARTISANS & VINES LLC,WINE,311297,CARL WEINBERG RIES - 750ML,7,Purchase order
2018,January,E & J GALLO WINERY,LIQUOR,51390,ISLE OF JURA SUPERSTITION - 750ML,2,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,234028,BELLINI CIPRIANI - 750ML,4,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,125261,MARQUES DE CACERAS RIOJA ROSE - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,82843,PICCINI P/GRIG - 750ML,14,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,341829,ARROWOOD KNIGHTS VLY CAB - 750ML,2,Purchase order
2018,January,THE WINE GROUP,WINE,81026,FRANZIA CHARD - 1.5L,30,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,302191,LA VIEILLE FERME WHT - 1.5L,16,Purchase order
2018,January,BOSTON BEER CORPORATION,BEER,26095,ANGRY ORCHARD CRISP APPLE 2/12 NR - 12OZ,288,Purchase order
2018,January,RELIABLE CHURCHILL LLLP,LIQUOR,72735,PATRON TEQUILA - SILVER - 1.75L,64,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,232138,MICHAEL DAVID FREAKSHOW RED,2,Purchase order
2018,January,ELK RUN VINEYARDS,WINE,80632,ELK RUN CHARD - 750ML,1,Purchase order
2018,January,ROYAL WINE CORP,WINE,304722,BARKAN CLASSIC PINOTAGE - 750ML,1,Purchase order
2018,January,GRAPES OF SPAIN INC,WINE,341705,BODEGAS PINGAO RIOJA 2014 - 750ML,8,Purchase order
2018,January,UNITED STATES DISTILLED PRODUCTS,LIQUOR,72518,GLEN MORAY CLASSIC CHARDONNAY CASK FINISH SM - 750ML,6,Purchase order
2018,January,LEGENDS LTD,BEER,23252,HITACHINO ESP STOUT 4/6 NR - 11.2OZ,1,Purchase order
2018,January,IMPERO WINE DISTRIBUTORS VIRGINIA INC,WINE,348891,CONTI ZECCA PRIMITIVO - 750ML,4,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,40398,KEN FORRESTER PETIT P/AGE - 750ML,1,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,301752,FLOWERS S/C P/NOIR - 750ML,2,Purchase order
2018,January,FRANCIS COPPOLA WINERY LLC,WINE,80919,COPPOLA VENDETTA - 750ML,1,Purchase order
2018,January,BACCHUS IMPORTERS LTD,WINE,418099,FOX BROOK CAB - 1.5L,3,Purchase order
2018,January,MILLER BREWING COMPANY,BEER,91170,COORS LT 30PK CAN - 12OZ,3588,Purchase order
2018,January,THE WINE GROUP,WINE,86371,MD 20/20 ORANGE JUBILEE - 750ML,60,Purchase order
2018,January,YOUNG WON TRADING INC,WINE,172936,KUROMATSU HAHUSHIKA SAKE - 18L,6,Purchase order
2018,January,MICHAEL R DOWNEY SELECTIONS INC,WINE,306789,BODEGAS CARRU S/BLC - 750ML,3,Purchase order
2018,January,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,234340,CAVICCHIOLI 1928 SPUMANTE - 750ML,1,Purchase order
2018,January,HEAVEN HILL DISTILLERIES INC,LIQUOR,45118,EVAN WILLIAMS 1783 - 750ML,28,Purchase order
2018,January,MONSIEUR TOUTON SELECTION,WINE,392103,CH LESCALLE BORD SUP - 750ML,2,Purchase order
2018,January,LEGENDS LTD,BEER,22430,CORSENDONK ABBEY DUBBEL BROWN NR - 750ML,1,Purchase order
2018,January,A VINTNERS SELECTIONS,WINE,323515,CASA FERREIRINHA PAPAS FIGOS TINTO - 750ML,1,Purchase order
2018,January,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,46738,HALL S/BLC - 750ML,2,Purchase order
2018,January,THE WINE GROUP,WINE,322169,10 SPAN CC CHARD - 750ML,0,Purchase order
2018,January,HEINEKEN USA,KEG,70181,STRONGBOW GOLD - 1/2K,16,Purchase order
2018,January,STARR HILL BREWERY LLC,KEG,50961,STARR HILL DENALI DOUBLE IPA 1/6 KEG,1,Purchase order
